trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,shape_dist_traveled
37150569_399065,12:23:00,12:26:00,1475147,24,,0,
37150569_399065,12:29:00,12:30:00,1474816,25,,0,
37150569_399065,12:32:00,12:33:00,1474779,26,,0,
37150569_399065,12:37:00,12:38:00,1475125,27,,0,
37150569_399065,12:47:00,12:48:00,1475126,28,,0,
37150569_399065,12:54:00,12:55:00,1474720,29,,0,
37150569_399065,12:59:00,13:00:00,1474796,30,,0,
37150569_399065,13:04:00,13:05:00,1475148,31,,0,
37150569_399065,13:09:00,13:10:00,1475146,32,,0,
37150569_399065,13:15:00,13:16:00,1474818,33,,0,
37150569_399065,13:19:00,13:20:00,1474899,34,,0,
37150569_399065,13:23:00,13:23:00,1474900,35,,0,
37150569_399065,13:25:00,13:26:00,1474901,36,,0,
37150569_399065,13:29:00,13:29:00,1474902,37,,0,
37150569_399065,13:31:00,13:32:00,1474819,38,,0,
37150569_399065,13:38:00,13:38:00,1536277,39,,1,
37150571_399067,10:35:00,10:35:00,1475124,0,,0,
37150571_399067,10:38:00,10:39:00,1475123,1,,0,
37150571_399067,10:44:00,10:44:00,1475122,2,,0,
37150571_399067,10:51:00,10:52:00,1475156,3,,0,
37150571_399067,10:57:00,10:58:00,1475161,4,,0,
37150571_399067,11:00:00,11:00:00,1475157,5,,0,
37150571_399067,11:03:00,11:04:00,1475120,6,,0,
37150571_399067,11:06:00,11:06:00,1475158,7,,0,
37150571_399067,11:09:00,11:10:00,1475119,8,,0,
37150571_399067,11:14:00,11:14:00,1475159,9,,0,
37150571_399067,11:17:00,11:17:00,1475160,10,,0,
37150571_399067,11:22:00,11:22:00,1475118,11,,0,
37150571_399067,11:25:00,11:27:00,1474755,12,,0,
37150571_399067,11:32:00,11:32:00,1475154,13,,0,
37150571_399067,11:35:00,11:36:00,1474920,14,,0,
37150571_399067,11:39:00,11:39:00,1474756,15,,0,
37150571_399067,11:44:00,11:45:00,1475155,16,,0,
37150571_399067,11:47:00,11:48:00,1474757,17,,0,
37150571_399067,11:53:00,11:54:00,1474821,18,,0,
37150571_399067,12:00:00,12:00:00,1475151,19,,0,
37150571_399067,12:05:00,12:05:00,1475152,20,,0,
37150571_399067,12:08:00,12:08:00,1474759,21,,0,
37150571_399067,12:10:00,12:11:00,1475153,22,,0,
37150571_399067,12:17:00,12:18:00,1474760,23,,0,
37150571_399067,12:22:00,12:25:00,1475147,24,,0,
37150571_399067,12:28:00,12:29:00,1474780,25,,0,
37150571_399067,12:31:00,12:32:00,1474779,26,,0,
37150571_399067,12:36:00,12:37:00,1475125,27,,0,
37150571_399067,12:46:00,12:47:00,1475126,28,,0,
37150571_399067,12:54:00,12:55:00,1474720,29,,0,
37150571_399067,12:59:00,12:59:00,1474796,30,,0,
37150571_399067,13:04:00,13:04:00,1475148,31,,0,
37150571_399067,13:09:00,13:09:00,1475146,32,,0,
37150571_399067,13:15:00,13:16:00,1474818,33,,0,
37150571_399067,13:19:00,13:20:00,1474899,34,,0,
37150571_399067,13:23:00,13:23:00,1474900,35,,0,
37150571_399067,13:25:00,13:26:00,1474901,36,,0,
37150571_399067,13:29:00,13:29:00,1474902,37,,0,
37150571_399067,13:31:00,13:32:00,1474819,38,,0,
37150571_399067,13:38:00,13:38:00,1474679,39,,1,
37150572_399068,10:19:00,10:19:00,1536272,0,,0,
37150572_399068,10:22:00,10:23:00,2414701,1,,0,
37150572_399068,10:27:00,10:28:00,2414700,2,,0,
37150572_399068,10:35:00,10:36:00,1536314,3,,0,
37150572_399068,10:38:00,10:39:00,2414702,4,,0,
37150572_399068,10:43:00,10:44:00,2414699,5,,0,
37150572_399068,10:47:00,10:48:00,2414703,6,,0,
37150572_399068,10:53:00,10:54:00,2414698,7,,0,
37150572_399068,10:58:00,10:59:00,2414704,8,,0,
37150572_399068,11:01:00,11:02:00,2414705,9,,0,
37150572_399068,11:08:00,11:09:00,1845554,10,,0,
37150572_399068,11:19:00,11:27:00,1474755,11,,0,
37150572_399068,11:32:00,11:32:00,1475154,12,,0,
37150572_399068,11:35:00,11:36:00,1474920,13,,0,
37150572_399068,11:39:00,11:39:00,1474756,14,,0,
37150572_399068,11:44:00,11:45:00,1475155,15,,0,
37150572_399068,11:47:00,11:48:00,1474757,16,,0,
37150572_399068,11:53:00,11:54:00,1474821,17,,0,
37150572_399068,12:00:00,12:00:00,1475151,18,,0,
37150572_399068,12:05:00,12:05:00,1475152,19,,0,
37150572_399068,12:08:00,12:08:00,1474759,20,,0,
37150572_399068,12:10:00,12:11:00,1475153,21,,0,
37150572_399068,12:17:00,12:18:00,1474760,22,,0,
37150572_399068,12:22:00,12:25:00,1475147,23,,0,
37150572_399068,12:28:00,12:29:00,1474780,24,,0,
37150572_399068,12:31:00,12:32:00,1474779,25,,0,
37150572_399068,12:36:00,12:37:00,1475125,26,,0,
37150572_399068,12:46:00,12:47:00,1475126,27,,0,
37150572_399068,12:54:00,12:55:00,1474720,28,,0,
37150572_399068,12:59:00,12:59:00,1474796,29,,0,
37150572_399068,13:04:00,13:04:00,1475148,30,,0,
37150572_399068,13:09:00,13:09:00,1475146,31,,0,
37150572_399068,13:15:00,13:16:00,1474818,32,,0,
37150572_399068,13:19:00,13:20:00,1474899,33,,0,
37150572_399068,13:23:00,13:23:00,1474900,34,,0,
37150572_399068,13:25:00,13:26:00,1474901,35,,0,
37150572_399068,13:29:00,13:29:00,1474902,36,,0,
37150572_399068,13:31:00,13:32:00,1474819,37,,0,
37150572_399068,13:38:00,13:38:00,1474679,38,,1,
37150573_399069,10:19:00,10:19:00,1536272,0,,0,
37150573_399069,10:22:00,10:23:00,2414701,1,,0,
37150573_399069,10:27:00,10:28:00,2414700,2,,0,
37150573_399069,10:35:00,10:36:00,1536314,3,,0,
37150573_399069,10:38:00,10:39:00,2414702,4,,0,
37150573_399069,10:43:00,10:44:00,2414699,5,,0,
37150573_399069,10:47:00,10:48:00,2414703,6,,0,
37150573_399069,10:53:00,10:54:00,2414698,7,,0,
37150573_399069,10:58:00,10:59:00,2414704,8,,0,
37150573_399069,11:01:00,11:02:00,2414705,9,,0,
37150573_399069,11:08:00,11:09:00,1845554,10,,0,
37150573_399069,11:19:00,11:27:00,1474755,11,,0,
37150573_399069,11:32:00,11:32:00,1475154,12,,0,
37150573_399069,11:35:00,11:36:00,1474920,13,,0,
37150573_399069,11:39:00,11:39:00,1474756,14,,0,
37150573_399069,11:44:00,11:45:00,1475155,15,,0,
37150573_399069,11:47:00,11:48:00,1474757,16,,0,
37150573_399069,11:53:00,11:54:00,1474821,17,,0,
37150573_399069,12:00:00,12:00:00,1475151,18,,0,
37150573_399069,12:05:00,12:05:00,1475152,19,,0,
37150573_399069,12:08:00,12:08:00,1474759,20,,0,
37150573_399069,12:10:00,12:11:00,1475153,21,,0,
37150573_399069,12:17:00,12:27:00,1474760,22,,0,
37150573_399069,12:30:00,12:31:00,1475147,23,,0,
37150573_399069,12:34:00,12:34:00,1474780,24,,0,
37150573_399069,12:37:00,12:37:00,1474779,25,,0,
37150573_399069,12:41:00,12:41:00,1475125,26,,0,
37150573_399069,12:50:00,12:51:00,1475126,27,,0,
37150573_399069,12:57:00,12:57:00,1474720,28,,0,
37150573_399069,13:01:00,13:01:00,1474796,29,,0,
37150573_399069,13:06:00,13:06:00,1475148,30,,0,
37150573_399069,13:10:00,13:11:00,1475146,31,,0,
37150573_399069,13:16:00,13:17:00,1474818,32,,0,
37150573_399069,13:20:00,13:21:00,1474899,33,,0,
37150573_399069,13:24:00,13:24:00,1474900,34,,0,
37150573_399069,13:26:00,13:27:00,1474901,35,,0,
37150573_399069,13:29:00,13:30:00,1474902,36,,0,
37150573_399069,13:32:00,13:32:00,1474819,37,,0,
37150573_399069,13:38:00,13:38:00,1474679,38,,1,
37150574_399070,10:35:00,10:35:00,1475124,0,,0,
37150574_399070,10:38:00,10:39:00,1475123,1,,0,
37150574_399070,10:44:00,10:44:00,1475122,2,,0,
37150574_399070,10:51:00,10:52:00,1475156,3,,0,
37150574_399070,10:57:00,10:58:00,1475161,4,,0,
37150574_399070,11:00:00,11:00:00,1475157,5,,0,
37150574_399070,11:03:00,11:04:00,1475120,6,,0,
37150574_399070,11:06:00,11:06:00,1475158,7,,0,
37150574_399070,11:09:00,11:10:00,1475119,8,,0,
37150574_399070,11:14:00,11:14:00,1475159,9,,0,
37150574_399070,11:17:00,11:17:00,1475160,10,,0,
37150574_399070,11:22:00,11:22:00,1475118,11,,0,
37150574_399070,11:25:00,11:27:00,1474755,12,,0,
37150574_399070,11:32:00,11:32:00,1475154,13,,0,
37150574_399070,11:35:00,11:36:00,1474920,14,,0,
37150574_399070,11:39:00,11:39:00,1474756,15,,0,
37150574_399070,11:44:00,11:45:00,1475155,16,,0,
37150574_399070,11:47:00,11:48:00,1474757,17,,0,
37150574_399070,11:54:00,11:55:00,1474758,18,,0,
37150574_399070,12:00:00,12:00:00,1475151,19,,0,
37150574_399070,12:05:00,12:05:00,1475152,20,,0,
37150574_399070,12:08:00,12:08:00,1474759,21,,0,
37150574_399070,12:10:00,12:10:00,1475153,22,,0,
37150574_399070,12:17:00,12:18:00,1474760,23,,0,
37150574_399070,12:22:00,12:23:00,1475147,24,,0,
37150574_399070,12:26:00,12:27:00,1474816,25,,0,
37150574_399070,12:30:00,12:31:00,1474779,26,,0,
37150574_399070,12:35:00,12:36:00,1475125,27,,0,
37150574_399070,12:45:00,12:46:00,1475126,28,,0,
37150574_399070,12:53:00,12:54:00,1474720,29,,0,
37150574_399070,12:58:00,12:58:00,1474796,30,,0,
37150574_399070,13:03:00,13:03:00,1475148,31,,0,
37150574_399070,13:08:00,13:08:00,1475146,32,,0,
37150574_399070,13:14:00,13:15:00,1474818,33,,0,
37150574_399070,13:19:00,13:19:00,1474899,34,,0,
37150574_399070,13:23:00,13:23:00,1474900,35,,0,
37150574_399070,13:25:00,13:26:00,1474901,36,,0,
37150574_399070,13:29:00,13:29:00,1474902,37,,0,
37150574_399070,13:31:00,13:32:00,1474819,38,,0,
37150574_399070,13:38:00,13:38:00,1474640,39,,1,
37150579_399075,13:30:00,13:30:00,1474781,0,,0,
37150579_399075,13:37:00,13:40:00,1475147,1,,0,
37150579_399075,13:43:00,13:43:00,1474816,2,,0,
37150579_399075,13:46:00,13:46:00,1474779,3,,0,
37150579_399075,13:50:00,13:50:00,1475125,4,,0,
37150579_399075,13:59:00,14:00:00,1475126,5,,0,
37150579_399075,14:06:00,14:07:00,1474720,6,,0,
37150579_399075,14:10:00,14:11:00,1474796,7,,0,
37150579_399075,14:15:00,14:15:00,1475148,8,,0,
37150579_399075,14:20:00,14:20:00,1475146,9,,0,
37150579_399075,14:26:00,14:26:00,1474818,10,,0,
37150579_399075,14:30:00,14:30:00,1474899,11,,0,
37150579_399075,14:33:00,14:34:00,1474900,12,,0,
37150579_399075,14:36:00,14:36:00,1474901,13,,0,
37150579_399075,14:39:00,14:39:00,1474902,14,,0,
37150579_399075,14:41:00,14:41:00,1474819,15,,0,
37150579_399075,14:47:00,14:47:00,1536277,16,,1,
37150580_399076,13:30:00,13:30:00,1474781,0,,0,
37150580_399076,13:37:00,13:40:00,1475147,1,,0,
37150580_399076,13:43:00,13:43:00,1474816,2,,0,
37150580_399076,13:45:00,13:46:00,1474779,3,,0,
37150580_399076,13:50:00,13:50:00,1475125,4,,0,
37150580_399076,13:59:00,14:00:00,1475126,5,,0,
37150580_399076,14:06:00,14:07:00,1474720,6,,0,
37150580_399076,14:10:00,14:11:00,1474796,7,,0,
37150580_399076,14:15:00,14:15:00,1475148,8,,0,
37150580_399076,14:20:00,14:20:00,1475146,9,,0,
37150580_399076,14:25:00,14:26:00,1474818,10,,0,
37150580_399076,14:30:00,14:30:00,1474899,11,,0,
37150580_399076,14:33:00,14:34:00,1474900,12,,0,
37150580_399076,14:35:00,14:36:00,1474901,13,,0,
37150580_399076,14:38:00,14:39:00,1474902,14,,0,
37150580_399076,14:41:00,14:41:00,1474819,15,,0,
37150580_399076,14:47:00,14:47:00,1536277,16,,1,
37150582_399078,13:31:00,13:31:00,1474760,0,,0,
37150582_399078,13:37:00,13:40:00,1475147,1,,0,
37150582_399078,13:43:00,13:44:00,1474780,2,,0,
37150582_399078,13:46:00,13:46:00,1474779,3,,0,
37150582_399078,13:50:00,13:50:00,1475125,4,,0,
37150582_399078,13:59:00,14:00:00,1475126,5,,0,
37150582_399078,14:06:00,14:07:00,1474720,6,,0,
37150582_399078,14:11:00,14:11:00,1474796,7,,0,
37150582_399078,14:15:00,14:16:00,1475148,8,,0,
37150582_399078,14:20:00,14:21:00,1475146,9,,0,
37150582_399078,14:26:00,14:27:00,1474818,10,,0,
37150582_399078,14:30:00,14:31:00,1474899,11,,0,
37150582_399078,14:34:00,14:34:00,1474900,12,,0,
37150582_399078,14:36:00,14:37:00,1474901,13,,0,
37150582_399078,14:39:00,14:40:00,1474902,14,,0,
37150582_399078,14:41:00,14:42:00,1474819,15,,0,
37150582_399078,14:48:00,14:48:00,1474679,16,,1,
37150583_399079,13:31:00,13:31:00,1474760,0,,0,
37150583_399079,13:37:00,13:40:00,1475147,1,,0,
37150583_399079,13:43:00,13:43:00,1474780,2,,0,
37150583_399079,13:46:00,13:46:00,1474779,3,,0,
37150583_399079,13:50:00,13:50:00,1475125,4,,0,
37150583_399079,13:59:00,14:00:00,1475126,5,,0,
37150583_399079,14:06:00,14:07:00,1474720,6,,0,
37150583_399079,14:11:00,14:11:00,1474796,7,,0,
37150583_399079,14:15:00,14:16:00,1475148,8,,0,
37150583_399079,14:20:00,14:21:00,1475146,9,,0,
37150583_399079,14:26:00,14:27:00,1474818,10,,0,
37150583_399079,14:30:00,14:31:00,1474899,11,,0,
37150583_399079,14:34:00,14:34:00,1474900,12,,0,
37150583_399079,14:36:00,14:37:00,1474901,13,,0,
37150583_399079,14:39:00,14:40:00,1474902,14,,0,
37150583_399079,14:42:00,14:42:00,1474819,15,,0,
37150583_399079,14:48:00,14:48:00,1474679,16,,1,
37150584_399080,13:49:00,13:49:00,1474760,0,,0,
37150584_399080,13:53:00,13:53:00,1475147,1,,0,
37150584_399080,13:56:00,13:57:00,1474780,2,,0,
37150584_399080,13:59:00,14:00:00,1474779,3,,0,
37150584_399080,14:04:00,14:04:00,1475125,4,,0,
37150584_399080,14:13:00,14:14:00,1475126,5,,0,
37150584_399080,14:20:00,14:21:00,1474720,6,,0,
37150584_399080,14:25:00,14:25:00,1474796,7,,0,
37150584_399080,14:29:00,14:30:00,1475148,8,,0,
37150584_399080,14:34:00,14:35:00,1475146,9,,0,
37150584_399080,14:40:00,14:41:00,1474818,10,,0,
37150584_399080,14:45:00,14:45:00,1474899,11,,0,
37150584_399080,14:48:00,14:49:00,1474900,12,,0,
37150584_399080,14:51:00,14:51:00,1474901,13,,0,
37150584_399080,14:54:00,14:54:00,1474902,14,,0,
37150584_399080,14:56:00,14:57:00,1474819,15,,0,
37150584_399080,15:03:00,15:03:00,1474679,16,,1,
37150585_399081,13:23:00,13:23:00,1474760,0,,0,
37150585_399081,13:26:00,13:27:00,1475147,1,,0,
37150585_399081,13:30:00,13:31:00,1474816,2,,0,
37150585_399081,13:34:00,13:34:00,1474779,3,,0,
37150585_399081,13:38:00,13:39:00,1475125,4,,0,
37150585_399081,13:47:00,13:48:00,1475126,5,,0,
37150585_399081,13:55:00,13:55:00,1474720,6,,0,
37150585_399081,13:59:00,13:59:00,1474796,7,,0,
37150585_399081,14:03:00,14:04:00,1475148,8,,0,
37150585_399081,14:08:00,14:09:00,1475146,9,,0,
37150585_399081,14:14:00,14:15:00,1474818,10,,0,
37150585_399081,14:18:00,14:19:00,1474899,11,,0,
37150585_399081,14:22:00,14:22:00,1474900,12,,0,
37150585_399081,14:24:00,14:25:00,1474901,13,,0,
37150585_399081,14:28:00,14:28:00,1474902,14,,0,
37150585_399081,14:30:00,14:31:00,1474819,15,,0,
37150585_399081,14:38:00,14:38:00,1474640,16,,1,
37150586_399082,13:23:00,13:23:00,1474760,0,,0,
37150586_399082,13:26:00,13:27:00,1475147,1,,0,
37150586_399082,13:30:00,13:31:00,1474816,2,,0,
37150586_399082,13:34:00,13:34:00,1474779,3,,0,
37150586_399082,13:38:00,13:39:00,1475125,4,,0,
37150586_399082,13:47:00,13:48:00,1475126,5,,0,
37150586_399082,13:55:00,13:55:00,1474720,6,,0,
37150586_399082,13:59:00,13:59:00,1474796,7,,0,
37150586_399082,14:03:00,14:04:00,1475148,8,,0,
37150586_399082,14:08:00,14:09:00,1475146,9,,0,
37150586_399082,14:14:00,14:15:00,1474818,10,,0,
37150586_399082,14:18:00,14:19:00,1474899,11,,0,
37150586_399082,14:22:00,14:22:00,1474900,12,,0,
37150586_399082,14:24:00,14:25:00,1474901,13,,0,
37150586_399082,14:28:00,14:28:00,1474902,14,,0,
37150586_399082,14:30:00,14:31:00,1474819,15,,0,
37150586_399082,14:38:00,14:38:00,1474640,16,,1,
37150592_399088,13:27:00,13:27:00,1474823,0,,0,
37150592_399088,13:32:00,13:32:00,1475154,1,,0,
37150592_399088,13:35:00,13:36:00,1474920,2,,0,
37150592_399088,13:39:00,13:39:00,1474756,3,,0,
37150592_399088,13:44:00,13:45:00,1475155,4,,0,
37150592_399088,13:48:00,13:48:00,1474757,5,,0,
37150592_399088,13:54:00,13:56:00,1474821,6,,0,
37150592_399088,14:02:00,14:02:00,1475151,7,,0,
37150592_399088,14:06:00,14:07:00,1475152,8,,0,
37150592_399088,14:09:00,14:10:00,1474759,9,,0,
37150592_399088,14:12:00,14:12:00,1475153,10,,0,
37150592_399088,14:18:00,14:20:00,1474781,11,,0,
37150592_399088,14:26:00,14:29:00,1475147,12,,0,
37150592_399088,14:32:00,14:32:00,1474816,13,,0,
37150592_399088,14:35:00,14:36:00,1474779,14,,0,
37150592_399088,14:39:00,14:40:00,1475125,15,,0,
37150592_399088,14:49:00,14:49:00,1475126,16,,0,
37150592_399088,14:56:00,14:56:00,1474720,17,,0,
37150592_399088,15:00:00,15:01:00,1474796,18,,0,
37150592_399088,15:05:00,15:06:00,1475148,19,,0,
37150592_399088,15:10:00,15:11:00,1475146,20,,0,
37150592_399088,15:16:00,15:17:00,1474818,21,,0,
37150592_399088,15:20:00,15:21:00,1474899,22,,0,
37150592_399088,15:24:00,15:24:00,1474900,23,,0,
37150592_399088,15:26:00,15:27:00,1474901,24,,0,
37150592_399088,15:29:00,15:30:00,1474902,25,,0,
37150592_399088,15:31:00,15:32:00,1474819,26,,0,
37150592_399088,15:38:00,15:38:00,1474651,27,,1,
37150593_399089,13:27:00,13:27:00,1474823,0,,0,
37150593_399089,13:32:00,13:32:00,1475154,1,,0,
37150593_399089,13:35:00,13:36:00,1474920,2,,0,
37150593_399089,13:39:00,13:39:00,1474756,3,,0,
37150593_399089,13:44:00,13:45:00,1475155,4,,0,
37150593_399089,13:48:00,13:48:00,1474757,5,,0,
37150593_399089,13:54:00,13:56:00,1474821,6,,0,
37150593_399089,14:02:00,14:02:00,1475151,7,,0,
37150593_399089,14:06:00,14:07:00,1475152,8,,0,
37150593_399089,14:09:00,14:10:00,1474759,9,,0,
37150593_399089,14:12:00,14:12:00,1475153,10,,0,
37150593_399089,14:18:00,14:20:00,1474781,11,,0,
37150593_399089,14:26:00,14:29:00,1475147,12,,0,
37150593_399089,14:32:00,14:32:00,1474816,13,,0,
37150593_399089,14:35:00,14:36:00,1474779,14,,0,
37150593_399089,14:39:00,14:40:00,1475125,15,,0,
37150593_399089,14:49:00,14:49:00,1475126,16,,0,
37150593_399089,14:56:00,14:56:00,1474720,17,,0,
37150593_399089,15:00:00,15:01:00,1474796,18,,0,
37150593_399089,15:05:00,15:06:00,1475148,19,,0,
37150593_399089,15:10:00,15:11:00,1475146,20,,0,
37150593_399089,15:16:00,15:17:00,1474818,21,,0,
37150593_399089,15:20:00,15:21:00,1474899,22,,0,
37150593_399089,15:24:00,15:24:00,1474900,23,,0,
37150593_399089,15:26:00,15:27:00,1474901,24,,0,
37150593_399089,15:29:00,15:30:00,1474902,25,,0,
37150593_399089,15:31:00,15:32:00,1474819,26,,0,
37150593_399089,15:38:00,15:38:00,1474651,27,,1,
37150594_399090,13:27:00,13:27:00,1474823,0,,0,
37150594_399090,13:32:00,13:32:00,1475154,1,,0,
37150594_399090,13:35:00,13:36:00,1474920,2,,0,
37150594_399090,13:39:00,13:39:00,1474756,3,,0,
37150594_399090,13:44:00,13:45:00,1475155,4,,0,
37150594_399090,13:48:00,13:48:00,1474757,5,,0,
37150594_399090,13:54:00,13:56:00,1474821,6,,0,
37150594_399090,14:02:00,14:02:00,1475151,7,,0,
37150594_399090,14:06:00,14:07:00,1475152,8,,0,
37150594_399090,14:09:00,14:10:00,1474759,9,,0,
37150594_399090,14:12:00,14:12:00,1475153,10,,0,
37150594_399090,14:18:00,14:20:00,1474760,11,,0,
37150594_399090,14:26:00,14:29:00,1475147,12,,0,
37150594_399090,14:32:00,14:32:00,1474780,13,,0,
37150594_399090,14:35:00,14:36:00,1474779,14,,0,
37150594_399090,14:40:00,14:40:00,1475125,15,,0,
37150594_399090,14:49:00,14:50:00,1475126,16,,0,
37150594_399090,14:56:00,14:57:00,1474720,17,,0,
37150594_399090,15:01:00,15:01:00,1474796,18,,0,
37150594_399090,15:06:00,15:06:00,1475148,19,,0,
37150594_399090,15:11:00,15:11:00,1475146,20,,0,
37150594_399090,15:17:00,15:17:00,1474818,21,,0,
37150594_399090,15:21:00,15:21:00,1474899,22,,0,
37150594_399090,15:24:00,15:25:00,1474900,23,,0,
37150594_399090,15:26:00,15:27:00,1474901,24,,0,
37150594_399090,15:29:00,15:30:00,1474902,25,,0,
37150594_399090,15:32:00,15:32:00,1474819,26,,0,
37150594_399090,15:38:00,15:38:00,1474679,27,,1,
37150595_399091,13:27:00,13:27:00,1474823,0,,0,
37150595_399091,13:32:00,13:32:00,1475154,1,,0,
37150595_399091,13:35:00,13:36:00,1474920,2,,0,
37150595_399091,13:39:00,13:39:00,1474756,3,,0,
37150595_399091,13:44:00,13:45:00,1475155,4,,0,
37150595_399091,13:48:00,13:48:00,1474757,5,,0,
37150595_399091,13:54:00,13:56:00,1474821,6,,0,
37150595_399091,14:02:00,14:02:00,1475151,7,,0,
37150595_399091,14:06:00,14:07:00,1475152,8,,0,
37150595_399091,14:09:00,14:10:00,1474759,9,,0,
37150595_399091,14:12:00,14:12:00,1475153,10,,0,
37150595_399091,14:18:00,14:20:00,1474760,11,,0,
37150595_399091,14:26:00,14:29:00,1475147,12,,0,
37150595_399091,14:32:00,14:32:00,1474780,13,,0,
37150595_399091,14:35:00,14:36:00,1474779,14,,0,
37150595_399091,14:40:00,14:40:00,1475125,15,,0,
37150595_399091,14:49:00,14:50:00,1475126,16,,0,
37150595_399091,14:56:00,14:57:00,1474720,17,,0,
37150595_399091,15:01:00,15:01:00,1474796,18,,0,
37150595_399091,15:06:00,15:06:00,1475148,19,,0,
37150595_399091,15:11:00,15:11:00,1475146,20,,0,
37150595_399091,15:17:00,15:17:00,1474818,21,,0,
37150595_399091,15:21:00,15:21:00,1474899,22,,0,
37150595_399091,15:24:00,15:25:00,1474900,23,,0,
37150595_399091,15:26:00,15:27:00,1474901,24,,0,
37150595_399091,15:29:00,15:30:00,1474902,25,,0,
37150595_399091,15:32:00,15:32:00,1474819,26,,0,
37150595_399091,15:38:00,15:38:00,1474679,27,,1,
37150596_399092,13:27:00,13:27:00,1474823,0,,0,
37150596_399092,13:32:00,13:32:00,1475154,1,,0,
37150596_399092,13:35:00,13:36:00,1474920,2,,0,
37150596_399092,13:39:00,13:39:00,1474756,3,,0,
37150596_399092,13:44:00,13:45:00,1475155,4,,0,
37150596_399092,13:48:00,13:48:00,1474757,5,,0,
37150596_399092,13:54:00,13:56:00,1474821,6,,0,
37150596_399092,14:02:00,14:02:00,1475151,7,,0,
37150596_399092,14:06:00,14:07:00,1475152,8,,0,
37150596_399092,14:09:00,14:10:00,1474759,9,,0,
37150596_399092,14:12:00,14:12:00,1475153,10,,0,
37150596_399092,14:18:00,14:18:00,1474760,11,,0,
37150596_399092,14:22:00,14:23:00,1475147,12,,0,
37150596_399092,14:25:00,14:26:00,1474780,13,,0,
37150596_399092,14:28:00,14:36:00,1474779,14,,0,
37150596_399092,14:40:00,14:40:00,1475125,15,,0,
37150596_399092,14:49:00,14:50:00,1475126,16,,0,
37150596_399092,14:56:00,14:57:00,1474720,17,,0,
37150596_399092,15:01:00,15:01:00,1474796,18,,0,
37150596_399092,15:06:00,15:06:00,1475148,19,,0,
37150596_399092,15:11:00,15:11:00,1475146,20,,0,
37150596_399092,15:17:00,15:17:00,1474818,21,,0,
37150596_399092,15:21:00,15:21:00,1474899,22,,0,
37150596_399092,15:24:00,15:25:00,1474900,23,,0,
37150596_399092,15:26:00,15:27:00,1474901,24,,0,
37150596_399092,15:29:00,15:30:00,1474902,25,,0,
37150596_399092,15:32:00,15:32:00,1474819,26,,0,
37150596_399092,15:38:00,15:38:00,1474679,27,,1,
37150597_399093,13:27:00,13:27:00,1474823,0,,0,
37150597_399093,13:32:00,13:32:00,1475154,1,,0,
37150597_399093,13:35:00,13:36:00,1474920,2,,0,
37150597_399093,13:39:00,13:39:00,1474756,3,,0,
37150597_399093,13:44:00,13:45:00,1475155,4,,0,
37150597_399093,13:48:00,13:48:00,1474757,5,,0,
37150597_399093,13:54:00,13:56:00,1474821,6,,0,
37150597_399093,14:02:00,14:02:00,1475151,7,,0,
37150597_399093,14:06:00,14:07:00,1475152,8,,0,
37150597_399093,14:09:00,14:10:00,1474759,9,,0,
37150597_399093,14:12:00,14:12:00,1475153,10,,0,
37150597_399093,14:18:00,14:18:00,1474760,11,,0,
37150597_399093,14:22:00,14:23:00,1475147,12,,0,
37150597_399093,14:25:00,14:26:00,1474780,13,,0,
37150597_399093,14:28:00,14:36:00,1474779,14,,0,
37150597_399093,14:40:00,14:40:00,1475125,15,,0,
37150597_399093,14:49:00,14:50:00,1475126,16,,0,
37150597_399093,14:56:00,14:57:00,1474720,17,,0,
37150597_399093,15:01:00,15:01:00,1474796,18,,0,
37150597_399093,15:06:00,15:06:00,1475148,19,,0,
37150597_399093,15:11:00,15:11:00,1475146,20,,0,
37150597_399093,15:17:00,15:17:00,1474818,21,,0,
37150597_399093,15:21:00,15:21:00,1474899,22,,0,
37150597_399093,15:24:00,15:25:00,1474900,23,,0,
37150597_399093,15:26:00,15:27:00,1474901,24,,0,
37150597_399093,15:29:00,15:30:00,1474902,25,,0,
37150597_399093,15:32:00,15:32:00,1474819,26,,0,
37150597_399093,15:38:00,15:38:00,1474679,27,,1,
37150598_399094,13:25:00,13:25:00,1474823,0,,0,
37150598_399094,13:30:00,13:30:00,1475154,1,,0,
37150598_399094,13:33:00,13:33:00,1474920,2,,0,
37150598_399094,13:36:00,13:37:00,1474756,3,,0,
37150598_399094,13:41:00,13:42:00,1475155,4,,0,
37150598_399094,13:44:00,13:45:00,1474757,5,,0,
37150598_399094,13:51:00,13:52:00,1474758,6,,0,
37150598_399094,13:57:00,13:57:00,1475151,7,,0,
37150598_399094,14:01:00,14:02:00,1475152,8,,0,
37150598_399094,14:04:00,14:05:00,1474759,9,,0,
37150598_399094,14:07:00,14:07:00,1475153,10,,0,
37150598_399094,14:13:00,14:14:00,1474760,11,,0,
37150598_399094,14:18:00,14:19:00,1475147,12,,0,
37150598_399094,14:23:00,14:23:00,1474816,13,,0,
37150598_399094,14:27:00,14:30:00,1474779,14,,0,
37150598_399094,14:34:00,14:35:00,1475125,15,,0,
37150598_399094,14:44:00,14:45:00,1475126,16,,0,
37150598_399094,14:52:00,14:54:00,1474720,17,,0,
37150598_399094,14:57:00,14:58:00,1474796,18,,0,
37150598_399094,15:02:00,15:02:00,1475148,19,,0,
